"Espacio";"Asalariados";"Percepciones  por persona";"Salarios";"Salario  Medio Anual";"sexo";"edad";"nacionalidad";"erte"
"Cantabria";32330;1,28;794702158;24581;"Varón";"De 36 a 45 años";"Total";"Total"
"Castilla y León";127671;1,3;3097176705;24259;"Varón";"De 36 a 45 años";"Total";"Total"
"Castilla - La Mancha";129282;1,44;2974582481;23008;"Varón";"De 36 a 45 años";"Total";"Total"
"Cataluña";473184;1,34;13461183850;28448;"Varón";"De 36 a 45 años";"Total";"Total"
"Comunitat Valenciana";301693;1,39;6971215406;23107;"Varón";"De 36 a 45 años";"Total";"Total"
"Extremadura";57189;1,56;1116972878;19531;"Varón";"De 36 a 45 años";"Total";"Total"
"Galicia";150342;1,29;3513876218;23373;"Varón";"De 36 a 45 años";"Total";"Total"
"Madrid, Comunidad de";429307;1,32;14179688754;33029;"Varón";"De 36 a 45 años";"Total";"Total"
"Murcia, Región de";100374;1,51;2138080487;21301;"Varón";"De 36 a 45 años";"Total";"Total"
"Rioja, La";17378;1,36;414705442;23864;"Varón";"De 36 a 45 años";"Total";"Total"
"Ceuta";4629;1,3;124481486;26892;"Varón";"De 36 a 45 años";"Total";"Total"
"Melilla";4487;1,33;116337543;25928;"Varón";"De 36 a 45 años";"Total";"Total"
"Total";2632089;1,3;76215611128;28956;"Varón";"De 46 a 55 años";"Total";"Total"
"Andalucía";478639;1,44;11244513726;23493;"Varón";"De 46 a 55 años";"Total";"Total"
"Aragón";85409;1,29;2454977271;28744;"Varón";"De 46 a 55 años";"Total";"Total"
"Asturias, Principado de";56774;1,24;1663067525;29293;"Varón";"De 46 a 55 años";"Total";"Total"
"Balears,Illes";67635;1,24;1771609662;26194;"Varón";"De 46 a 55 años";"Total";"Total"
"Canarias";126110;1,22;2807955574;22266;"Varón";"De 46 a 55 años";"Total";"Total"
"Cantabria";32607;1,21;898149831;27545;"Varón";"De 46 a 55 años";"Total";"Total"
"Castilla y León";137066;1,22;3676127083;26820;"Varón";"De 46 a 55 años";"Total";"Total"
"Castilla - La Mancha";125185;1,33;3122937937;24947;"Varón";"De 46 a 55 años";"Total";"Total"
"Cataluña";472613;1,25;15690631825;33200;"Varón";"De 46 a 55 años";"Total";"Total"
"Comunitat Valenciana";301699;1,3;7818883055;25916;"Varón";"De 46 a 55 años";"Total";"Total"
"Extremadura";59223;1,48;1236715395;20882;"Varón";"De 46 a 55 años";"Total";"Total"
"Galicia";149132;1,2;4030231024;27025;"Varón";"De 46 a 55 años";"Total";"Total"
"Madrid, Comunidad de";420172;1,24;16790417718;39961;"Varón";"De 46 a 55 años";"Total";"Total"
"Murcia, Región de";93530;1,39;2263320074;24199;"Varón";"De 46 a 55 años";"Total";"Total"
"Rioja, La";18047;1,28;486871885;26978;"Varón";"De 46 a 55 años";"Total";"Total"
"Ceuta";4287;1,24;138508642;32309;"Varón";"De 46 a 55 años";"Total";"Total"
"Melilla";3961;1,3;120692903;30470;"Varón";"De 46 a 55 años";"Total";"Total"
"Total";1618880;1,2;47754902472;29499;"Varón";"De 56 a 65 años";"Total";"Total"
"Andalucía";290678;1,32;7134101210;24543;"Varón";"De 56 a 65 años";"Total";"Total"
"Aragón";56553;1,17;1638579966;28974;"Varón";"De 56 a 65 años";"Total";"Total"
"Asturias, Principado de";37522;1,14;1131305042;30150;"Varón";"De 56 a 65 años";"Total";"Total"
"Balears,Illes";39257;1,15;1044859658;26616;"Varón";"De 56 a 65 años";"Total";"Total"
"Canarias";69254;1,13;1658453631;23947;"Varón";"De 56 a 65 años";"Total";"Total"
"Cantabria";22200;1,12;619867478;27922;"Varón";"De 56 a 65 años";"Total";"Total"
"Castilla y León";100993;1,13;2725155744;26984;"Varón";"De 56 a 65 años";"Total";"Total"
"Castilla - La Mancha";80740;1,2;2020843407;25029;"Varón";"De 56 a 65 años";"Total";"Total"
"Cataluña";279843;1,17;9371017982;33487;"Varón";"De 56 a 65 años";"Total";"Total"
"Comunitat Valenciana";181394;1,2;4801647395;26471;"Varón";"De 56 a 65 años";"Total";"Total"
"Extremadura";42463;1,32;905663926;21328;"Varón";"De 56 a 65 años";"Total";"Total"
"Galicia";91534;1,13;2535712297;27702;"Varón";"De 56 a 65 años";"Total";"Total"
"Madrid, Comunidad de";255116;1,16;10211687274;40028;"Varón";"De 56 a 65 años";"Total";"Total"
"Murcia, Región de";53181;1,25;1410707864;26527;"Varón";"De 56 a 65 años";"Total";"Total"
"Rioja, La";11886;1,17;325894673;27418;"Varón";"De 56 a 65 años";"Total";"Total"
"Ceuta";3272;1,12;116978813;35751;"Varón";"De 56 a 65 años";"Total";"Total"
"Melilla";2994;1,15;102426113;34210;"Varón";"De 56 a 65 años";"Total";"Total"
"Total";124721;1,12;3004267693;24088;"Varón";"Mayor de 65 años";"Total";"Total"
"Andalucía";18375;1,14;353011275;19211;"Varón";"Mayor de 65 años";"Total";"Total"
"Aragón";3572;1,13;83697023;23431;"Varón";"Mayor de 65 años";"Total";"Total"
"Asturias, Principado de";2162;1,07;58168492;26905;"Varón";"Mayor de 65 años";"Total";"Total"
"Balears,Illes";3005;1,13;67997570;22628;"Varón";"Mayor de 65 años";"Total";"Total"
"Canarias";5538;1,1;110652477;19981;"Varón";"Mayor de 65 años";"Total";"Total"
"Cantabria";1545;1,08;33574638;21731;"Varón";"Mayor de 65 años";"Total";"Total"
"Castilla y León";7662;1,08;145709342;19017;"Varón";"Mayor de 65 años";"Total";"Total"
"Castilla - La Mancha";4911;1,11;79202043;16127;"Varón";"Mayor de 65 años";"Total";"Total"
"Cataluña";29077;1,13;702748594;24169;"Varón";"Mayor de 65 años";"Total";"Total"
"Comunitat Valenciana";13094;1,12;287586163;21963;"Varón";"Mayor de 65 años";"Total";"Total"
"Extremadura";2459;1,14;35894354;14597;"Varón";"Mayor de 65 años";"Total";"Total"
"Galicia";7114;1,1;187164952;26309;"Varón";"Mayor de 65 años";"Total";"Total"
"Madrid, Comunidad de";21027;1,13;738193835;35107;"Varón";"Mayor de 65 años";"Total";"Total"
"Murcia, Región de";3607;1,17;85094813;23592;"Varón";"Mayor de 65 años";"Total";"Total"
"Rioja, La";1023;1,15;20582657;20120;"Varón";"Mayor de 65 años";"Total";"Total"
"Ceuta";280;1,09;7026532;25095;"Varón";"Mayor de 65 años";"Total";"Total"
"Melilla";270;1,14;7962933;29492;"Varón";"Mayor de 65 años";"Total";"Total"
"Total";8753623;1,35;218880434433;25005;"Varón";"Total";"Española";"Total"
"Andalucía";1709663;1,51;34347834667;20090;"Varón";"Total";"Española";"Total"
"Aragón";266148;1,28;6941470326;26081;"Varón";"Total";"Española";"Total"
"Asturias, Principado de";187847;1,28;4823516383;25678;"Varón";"Total";"Española";"Total"
"Balears,Illes";212081;1,29;4860976650;22920;"Varón";"Total";"Española";"Total"
"Canarias";400307;1,27;7966082088;19900;"Varón";"Total";"Española";"Total"
"Cantabria";112004;1,26;2687655889;23996;"Varón";"Total";"Española";"Total"
"Castilla y León";470588;1,27;11155568435;23706;"Varón";"Total";"Española";"Total"
"Castilla - La Mancha";433144;1,35;9582844440;22124;"Varón";"Total";"Española";"Total"
"Cataluña";1492118;1,31;42808100793;28689;"Varón";"Total";"Española";"Total"
"Comunitat Valenciana";977612;1,33;22478369822;22993;"Varón";"Total";"Española";"Total"
"Extremadura";225402;1,52;4080040024;18101;"Varón";"Total";"Española";"Total"
"Galicia";514944;1,27;11985054110;23274;"Varón";"Total";"Española";"Total"
"Madrid, Comunidad de";1368576;1,31;46376156765;33886;"Varón";"Total";"Española";"Total"
"Murcia, Región de";294165;1,34;6544573444;22248;"Varón";"Total";"Española";"Total"
"Rioja, La";56543;1,28;1364987503;24141;"Varón";"Total";"Española";"Total"
"Total";1343366;1,72;20664168053;15382;"Varón";"Total";"Extranjera";"Total"
"Andalucía";176041;2,15;2049523323;11642;"Varón";"Total";"Extranjera";"Total"
"Aragón";54238;1,77;797744817;14708;"Varón";"Total";"Extranjera";"Total"
"Asturias, Principado de";9664;1,62;137483141;14226;"Varón";"Total";"Extranjera";"Total"
"Balears,Illes";57195;1,47;851349483;14885;"Varón";"Total";"Extranjera";"Total"
"Canarias";54858;1,46;619496439;11293;"Varón";"Total";"Extranjera";"Total"
"Cantabria";8591;1,58;116729522;13587;"Varón";"Total";"Extranjera";"Total"
"Castilla y León";42721;1,64;582644063;13638;"Varón";"Total";"Extranjera";"Total"
"Castilla - La Mancha";59748;2,12;749703817;12548;"Varón";"Total";"Extranjera";"Total"
"Cataluña";344629;1,53;6280592764;18224;"Varón";"Total";"Extranjera";"Total"
"Comunitat Valenciana";160499;1,76;2174659742;13549;"Varón";"Total";"Extranjera";"Total"
"Extremadura";10599;3,35;98637140;9306;"Varón";"Total";"Extranjera";"Total"
"Galicia";27878;1,58;401299665;14395;"Varón";"Total";"Extranjera";"Total"
"Madrid, Comunidad de";249074;1,51;4718072765;18942;"Varón";"Total";"Extranjera";"Total"
"Murcia, Región de";71124;2,1;875299366;12307;"Varón";"Total";"Extranjera";"Total"
"Rioja, La";11612;1,84;159623894;13746;"Varón";"Total";"Extranjera";"Total"
"Total";9510607;1,4;229784074596;24161;"Varón";"Total";"Total";"No"
"Andalucía";1798923;1,58;35124579327;19525;"Varón";"Total";"Total";"No"
"Aragón";304325;1,37;7405170257;24333;"Varón";"Total";"Total";"No"
"Asturias, Principado de";185529;1,3;4758780415;25650;"Varón";"Total";"Total";"No"
"Balears,Illes";234831;1,34;5137319588;21877;"Varón";"Total";"Total";"No"
"Canarias";402517;1,3;7997607072;19869;"Varón";"Total";"Total";"No"
"Cantabria";113568;1,28;2672676631;23534;"Varón";"Total";"Total";"No"
"Castilla y León";484965;1,3;11245964388;23189;"Varón";"Total";"Total";"No"
"Castilla - La Mancha";475119;1,45;10039908823;21131;"Varón";"Total";"Total";"No"
"Cataluña";1706559;1,35;46715729457;27374;"Varón";"Total";"Total";"No"
"Comunitat Valenciana";1070507;1,37;23545291111;21995;"Varón";"Total";"Total";"No"
"Extremadura";228171;1,61;4075801171;17863;"Varón";"Total";"Total";"No"
"Galicia";511747;1,29;11861820553;23179;"Varón";"Total";"Total";"No"
"Madrid, Comunidad de";1538657;1,34;49565532973;32214;"Varón";"Total";"Total";"No"
"Murcia, Región de";355075;1,49;7281606352;20507;"Varón";"Total";"Total";"No"
"Rioja, La";63708;1,38;1438309307;22577;"Varón";"Total";"Total";"No"
"Ceuta";17953;1,3;472050236;26294;"Varón";"Total";"Total";"No"
"Melilla";18453;1,37;445926934;24166;"Varón";"Total";"Total";"No"
"Total";586382;1,31;9760527890;16645;"Varón";"Total";"Total";"Sí"
"Andalucía";86781;1,27;1272778663;14667;"Varón";"Total";"Total";"Sí"
"Aragón";16061;1,25;334044886;20799;"Varón";"Total";"Total";"Sí"
"Asturias, Principado de";11982;1,27;202219108;16877;"Varón";"Total";"Total";"Sí"
"Balears,Illes";34445;1,21;575006544;16693;"Varón";"Total";"Total";"Sí"
"Canarias";52648;1,2;587971455;11168;"Varón";"Total";"Total";"Sí"
"Cantabria";7027;1,21;131708779;18743;"Varón";"Total";"Total";"Sí"
"Castilla y León";28344;1,26;492248110;17367;"Varón";"Total";"Total";"Sí"
"Castilla - La Mancha";17773;1,32;292639434;16465;"Varón";"Total";"Total";"Sí"
"Cataluña";130188;1,29;2372964100;18227;"Varón";"Total";"Total";"Sí"
"Comunitat Valenciana";67604;1,65;1107738453;16386;"Varón";"Total";"Total";"Sí"
"Extremadura";7830;1,33;102875993;13139;"Varón";"Total";"Total";"Sí"
"Galicia";31075;1,27;524533221;16880;"Varón";"Total";"Total";"Sí"
"Madrid, Comunidad de";78993;1,29;1528696557;19352;"Varón";"Total";"Total";"Sí"
"Murcia, Región de";10214;1,38;138266458;13537;"Varón";"Total";"Total";"Sí"
"Rioja, La";4447;1,24;86302090;19407;"Varón";"Total";"Total";"Sí"
"Ceuta";346;1,25;3382471;9776;"Varón";"Total";"Total";"Sí"
"Melilla";624;1,34;7151567;11461;"Varón";"Total";"Total";"Sí"
"Total";22205;1,2;34715451;1563;"Mujer";"Menor de 18 años";"Total";"Total"
"Andalucía";2913;1,31;4979824;1710;"Mujer";"Menor de 18 años";"Total";"Total"
"Aragón";809;1,16;1554901;1922;"Mujer";"Menor de 18 años";"Total";"Total"
"Asturias, Principado de";282;1,15;285006;1011;"Mujer";"Menor de 18 años";"Total";"Total"
"Balears,Illes";879;1,09;1348544;1534;"Mujer";"Menor de 18 años";"Total";"Total"
"Canarias";587;1,1;844667;1439;"Mujer";"Menor de 18 años";"Total";"Total"
"Cantabria";233;1,08;321219;1379;"Mujer";"Menor de 18 años";"Total";"Total"
"Castilla y León";807;1,15;906953;1124;"Mujer";"Menor de 18 años";"Total";"Total"
"Castilla - La Mancha";1168;1,34;1511260;1294;"Mujer";"Menor de 18 años";"Total";"Total"
"Cataluña";6814;1,18;11124291;1633;"Mujer";"Menor de 18 años";"Total";"Total"
"Comunitat Valenciana";3059;1,12;3779370;1235;"Mujer";"Menor de 18 años";"Total";"Total"
"Extremadura";316;1,74;446517;1413;"Mujer";"Menor de 18 años";"Total";"Total"
"Galicia";835;1,14;1226184;1468;"Mujer";"Menor de 18 años";"Total";"Total"
"Madrid, Comunidad de";2655;1,24;5261509;1982;"Mujer";"Menor de 18 años";"Total";"Total"
"Murcia, Región de";621;1,19;857595;1381;"Mujer";"Menor de 18 años";"Total";"Total"
"Rioja, La";170;1,16;191348;1126;"Mujer";"Menor de 18 años";"Total";"Total"
"Ceuta";16;1,06;23960;1497;"Mujer";"Menor de 18 años";"Total";"Total"
"Melilla";41;1,07;52304;1276;"Mujer";"Menor de 18 años";"Total";"Total"
"Total";884370;1,66;6181175107;6989;"Mujer";"De 18 a 25 años";"Total";"Total"
"Andalucía";156794;1,69;905601440;5776;"Mujer";"De 18 a 25 años";"Total";"Total"
"Aragón";26578;1,65;191116126;7191;"Mujer";"De 18 a 25 años";"Total";"Total"
"Asturias, Principado de";12666;1,55;83381751;6583;"Mujer";"De 18 a 25 años";"Total";"Total"
"Balears,Illes";27147;1,54;207760621;7653;"Mujer";"De 18 a 25 años";"Total";"Total"
"Canarias";37370;1,53;257128386;6881;"Mujer";"De 18 a 25 años";"Total";"Total"
"Cantabria";9558;1,6;60822646;6364;"Mujer";"De 18 a 25 años";"Total";"Total"
"Castilla y León";38484;1,66;256693012;6670;"Mujer";"De 18 a 25 años";"Total";"Total"
"Castilla - La Mancha";41272;1,7;283906390;6879;"Mujer";"De 18 a 25 años";"Total";"Total"
"Cataluña";196725;1,69;1638363194;8328;"Mujer";"De 18 a 25 años";"Total";"Total"
"Comunitat Valenciana";102969;1,66;651302646;6325;"Mujer";"De 18 a 25 años";"Total";"Total"
"Extremadura";18662;1,82;108318852;5804;"Mujer";"De 18 a 25 años";"Total";"Total"
"Galicia";37771;1,61;243203151;6439;"Mujer";"De 18 a 25 años";"Total";"Total"
"Madrid, Comunidad de";135004;1,64;1025860811;7599;"Mujer";"De 18 a 25 años";"Total";"Total"
"Murcia, Región de";34143;1,7;205711363;6025;"Mujer";"De 18 a 25 años";"Total";"Total"
"Rioja, La";6062;1,65;40588718;6696;"Mujer";"De 18 a 25 años";"Total";"Total"
"Ceuta";1368;1,4;9323279;6815;"Mujer";"De 18 a 25 años";"Total";"Total"
"Melilla";1797;1,52;12092720;6729;"Mujer";"De 18 a 25 años";"Total";"Total"
"Total";1843528;1,49;30358597142;16468;"Mujer";"De 26 a 35 años";"Total";"Total"
"Andalucía";354069;1,57;4599862690;12991;"Mujer";"De 26 a 35 años";"Total";"Total"
"Aragón";52466;1,46;876789688;16712;"Mujer";"De 26 a 35 años";"Total";"Total"
"Asturias, Principado de";30922;1,44;482487312;15603;"Mujer";"De 26 a 35 años";"Total";"Total"
"Balears,Illes";53521;1,42;875815391;16364;"Mujer";"De 26 a 35 años";"Total";"Total"
"Canarias";93118;1,4;1312277897;14093;"Mujer";"De 26 a 35 años";"Total";"Total"
"Cantabria";19749;1,44;312749982;15836;"Mujer";"De 26 a 35 años";"Total";"Total"
"Castilla y León";82485;1,51;1302994122;15797;"Mujer";"De 26 a 35 años";"Total";"Total"
"Castilla - La Mancha";82828;1,5;1243698032;15015;"Mujer";"De 26 a 35 años";"Total";"Total"
"Cataluña";333326;1,46;6525306724;19576;"Mujer";"De 26 a 35 años";"Total";"Total"
"Comunitat Valenciana";197431;1,5;3051054166;15454;"Mujer";"De 26 a 35 años";"Total";"Total"
"Extremadura";44083;1,64;545096733;12365;"Mujer";"De 26 a 35 años";"Total";"Total"
"Galicia";96260;1,47;1501998377;15604;"Mujer";"De 26 a 35 años";"Total";"Total"
"Madrid, Comunidad de";323164;1,46;6553724890;20280;"Mujer";"De 26 a 35 años";"Total";"Total"
"Murcia, Región de";62160;1,51;894059019;14383;"Mujer";"De 26 a 35 años";"Total";"Total"
"Rioja, La";11392;1,49;178795325;15695;"Mujer";"De 26 a 35 años";"Total";"Total"
"Ceuta";3123;1,4;46835220;14997;"Mujer";"De 26 a 35 años";"Total";"Total"
"Melilla";3431;1,38;55051573;16045;"Mujer";"De 26 a 35 años";"Total";"Total"
"Total";2394456;1,3;48693595162;20336;"Mujer";"De 36 a 45 años";"Total";"Total"
"Andalucía";440814;1,38;7194739551;16321;"Mujer";"De 36 a 45 años";"Total";"Total"
"Aragón";71561;1,28;1417880037;19814;"Mujer";"De 36 a 45 años";"Total";"Total"
"Asturias, Principado de";50258;1,24;966447502;19230;"Mujer";"De 36 a 45 años";"Total";"Total"
"Balears,Illes";66359;1,24;1300679542;19601;"Mujer";"De 36 a 45 años";"Total";"Total"
"Canarias";115505;1,24;2026549767;17545;"Mujer";"De 36 a 45 años";"Total";"Total"
"Cantabria";30929;1,26;588540429;19029;"Mujer";"De 36 a 45 años";"Total";"Total"
"Castilla y León";117613;1,29;2229124728;18953;"Mujer";"De 36 a 45 años";"Total";"Total"
"Castilla - La Mancha";107070;1,3;1982379921;18515;"Mujer";"De 36 a 45 años";"Total";"Total"
"Cataluña";430553;1,28;10224171419;23747;"Mujer";"De 36 a 45 años";"Total";"Total"
"Comunitat Valenciana";266470;1,31;5002952212;18775;"Mujer";"De 36 a 45 años";"Total";"Total"
"Extremadura";51860;1,41;831359589;16031;"Mujer";"De 36 a 45 años";"Total";"Total"
"Galicia";143477;1,26;2728100608;19014;"Mujer";"De 36 a 45 años";"Total";"Total"
"Madrid, Comunidad de";398661;1,26;10297343246;25830;"Mujer";"De 36 a 45 años";"Total";"Total"
"Murcia, Región de";79976;1,33;1436814433;17966;"Mujer";"De 36 a 45 años";"Total";"Total"
"Rioja, La";16446;1,28;317304754;19294;"Mujer";"De 36 a 45 años";"Total";"Total"
"Ceuta";3462;1,22;73317019;21178;"Mujer";"De 36 a 45 años";"Total";"Total"
"Melilla";3442;1,25;75890406;22048;"Mujer";"De 36 a 45 años";"Total";"Total"
"Total";2300394;1,24;51541162320;22405;"Mujer";"De 46 a 55 años";"Total";"Total"
"Andalucía";399654;1,32;7103797655;17775;"Mujer";"De 46 a 55 años";"Total";"Total"
"Aragón";74286;1,24;1612286375;21704;"Mujer";"De 46 a 55 años";"Total";"Total"
"Asturias, Principado de";51125;1,2;1110578656;21723;"Mujer";"De 46 a 55 años";"Total";"Total"
"Balears,Illes";60749;1,17;1323330610;21784;"Mujer";"De 46 a 55 años";"Total";"Total"
"Canarias";112312;1,17;2211349035;19689;"Mujer";"De 46 a 55 años";"Total";"Total"
"Cantabria";29307;1,22;612960495;20915;"Mujer";"De 46 a 55 años";"Total";"Total"
"Castilla y León";124268;1,24;2569229217;20675;"Mujer";"De 46 a 55 años";"Total";"Total"
"Castilla - La Mancha";96987;1,24;1917197281;19768;"Mujer";"De 46 a 55 años";"Total";"Total"
"Cataluña";425710;1,22;10905936879;25618;"Mujer";"De 46 a 55 años";"Total";"Total"
"Comunitat Valenciana";256460;1,25;5177812762;20190;"Mujer";"De 46 a 55 años";"Total";"Total"
"Extremadura";52072;1,34;893851645;17166;"Mujer";"De 46 a 55 años";"Total";"Total"
"Galicia";137266;1,21;2903913275;21155;"Mujer";"De 46 a 55 años";"Total";"Total"
"Madrid, Comunidad de";387082;1,2;11316503425;29235;"Mujer";"De 46 a 55 años";"Total";"Total"
"Murcia, Región de";70698;1,27;1387151772;19621;"Mujer";"De 46 a 55 años";"Total";"Total"
"Rioja, La";16373;1,24;343843186;21001;"Mujer";"De 46 a 55 años";"Total";"Total"
"Ceuta";3058;1,17;75099285;24558;"Mujer";"De 46 a 55 años";"Total";"Total"
"Melilla";2987;1,18;76320768;25551;"Mujer";"De 46 a 55 años";"Total";"Total"
"Total";1335379;1,15;30662413370;22962;"Mujer";"De 56 a 65 años";"Total";"Total"
"Andalucía";220777;1,17;4334573860;19633;"Mujer";"De 56 a 65 años";"Total";"Total"
"Aragón";46354;1,15;1035222167;22333;"Mujer";"De 56 a 65 años";"Total";"Total"
"Asturias, Principado de";32950;1,12;782385573;23745;"Mujer";"De 56 a 65 años";"Total";"Total"
"Balears,Illes";34970;1,1;742050997;21220;"Mujer";"De 56 a 65 años";"Total";"Total"
"Canarias";56368;1,1;1222433568;21687;"Mujer";"De 56 a 65 años";"Total";"Total"
